Original Query,Analyzed Query
حفاضات اطفال,"['.', 'لقط', '+ات', 'أطفال', '+ة']"
حفاظات أطفال,"['.', 'حفاظ', 'ال+', 'أطفال', 'و+']"
حفاظات الاطفال,"['.', 'محافظ', '##ات', 'ال+', '##اط', '##فا', 'ال+', 'و+']"
حفاظات اطفال,"['+ة', 'حفاظ', '+ات', 'أطفال', '+ة']"
حفاضات أطفال,"['.', 'حفاض', '+ات', 'أطفال', '+ة']"
حفاظات بيبي,"['.', 'حفاظ', '+ات', '[رابط]', '+ة']"
بيبي فاين,"['.', 'عن', '[رابط]', '+ة']"
اكل اطفال,"['.', 'ال+', 'ال+', 'ال+']"
طعام اطفال,"['.', 'ال+', 'أطفال', 'ال+']"
طعام أطفال,"['.', 'طعام', 'أطفال', '+ة']"
بيبي جونسون,"['.', 'بيبي', 'جونسون', '+ة']"
بيبي جونسن,"['.', '[UNK]', '[رابط]', '##ن', '+ة']"
بيبي جوي,"['.', 'ترجم', '[رابط]', '+ة']"
بيبي جوي كلوت,"['.', 'بيبي', 'ال+', 'كل', 'ال+', 'ال+', 'و+']"
حفاظات بيبي جوي,"['.', 'قو', '+ات', '+ة', '+ة', 'و+']"
فوط بيبي لايف,"['.', 'عن', '[UNK]', 'لايف', '+ة']"
بيبي لايف,"['.', 'ديلي', 'لايف', '+ة']"
لوشن اطفال,"['.', 'لو', '.', '.', '+ه']"
بيبي لاك,"['.', '[رابط]', 'لا', '##ك', 'ال+']"
حليب اطفال,"['.', 'حليب', 'أطفال', '+ة']"
حليب الاطفال,"['.', 'حليب', 'ال+', '##اط', '##فا', 'ال+', 'في']"
حليب أطفال,"['.', 'حليب', 'أطفال', '+ة']"
حليب الأطفال,"['.', 'حليب', 'ال+', 'أطفال', 'و+']"
بيبي اويل,"['.', '[UNK]', 'ا', '##ويل', '+ة']"
زيت اطفال,"['.', 'زيت', 'زيتون', 'ال+']"
بودره اطفال,"['.', 'بودر', '+ة', '[رابط]', '+ة']"
بودرة اطفال,"['.', 'بودر', 'ال+', 'أطفال', 'و+']"
منتجات اطفال,"['.', 'منتج', '+ات', '+نا', '+ت']"
شامبو الاطفال,"['.', 'شامبو', 'ال+', '##اط', '##فا', 'ال+', 'و+']"
شامبو أطفال,"['.', 'ال+', 'أطفال', '+ة']"
شامبو للأطفال,"['.', 'شامبو', 'ل', 'ال+', 'ال+', 'ال+']"
شامبو اطفال,"['.', 'ال+', '[رابط]', '+ة']"
بابي سناك,"['.', 'باب', 'ال+', 'سن', 'ال+', '##ك', 'كاريكاتير']"
صابون أطفال,"['.', 'ال+', 'أطفال', '+ة']"
صابون اطفال,"['.', 'ال+', '[رابط]', '+ة']"
معجون اطفال,"['.', 'ال+', 'أطفال', 'ال+']"
فوط بيبي,"['.', 'تشرين', '+ه', '+ه']"
فوط اطفال,"['.', 'كاريكاتير', '+ة', 'ال+']"
ماء اطفال,"['.', 'ماء', '[رابط]', '+ة']"
مناديل اطفال,"['.', 'ال+', 'أطفال', 'ال+']"
بيبي جوي حفاضات,"['.', '[UNK]', 'جوي', 'كاريكاتير', '##ات', '+ة']"
حفاضات بيبي جوي,"['.', 'مقال', '+ات', '.', 'جوي', '+ة']"
بيبيلاك,"['.', '[رابط]', '[رابط]', '+ة']"
حليب بيبلاك,"['.', 'حليب', 'بيب', '##لاك', '+ة']"
ظهر,"['و+', '+ه', '+ه']"
بيكن,"['.', 'بيك', '##ن', '.']"
البادية,"['.', 'ال+', 'حسك', '##ة', 'و+']"
باف باستري,"['.', 'ب', '##اف', 'باستر', '##ي', '.']"
شنطه,"['[رابط]', '[رابط]', '+ة', '+ة']"
شنطة,"['[رابط]', 'شنط', '+ة', '+ة']"
كيس,"['.', '[رابط]', 'ال+']"
كياس,"['.', '[رابط]', '+ة']"
أكياس,"['.', '[رابط]', 'ال+']"
اكياس,"['.', '[رابط]', '+ة']"
باغيت,"['.', 'باغي', '##ت', '+ة']"
باجيت,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
بيك رولز,"['.', 'بيك', '+ة', '+ة']"
المخبوزات,"['.', 'ال+', '##مخ', '##بوز', 'ال+', 'و+']"
مخبوزات,"['.', 'تحقيق', '##ات', 'ال+']"
بيكر,"['.', '*', 'ال+']"
مخبز,"['+ة', 'مخبز', 'ال+']"
بيكري,"['.', 'بيكر', '##ي', '.']"
المخبز,"['.', 'ال+', '##مخ', '+ة', 'و+']"
بخاخ زبده,"['.', 'ال+', 'زبد', '##ه', 'ال+']"
بيكنج,"['.', 'بيك', '##نج', 'ال+']"
ورق خبز,"['.', 'ورق', '+ة', '+ة']"
بيكن بودر,"['.', 'بيك', '##ن', 'بودر', '+ة']"
باكينغ باودر,"['.', 'باكي', '##نغ', 'ب', '##ا', 'صور', '+ة']"
بكنج باودر,"['.', 'بك', '##نج', 'ب', '##ا', '[رابط]', '+ة']"
باكنج باودر,"['.', 'باك', '##نج', 'ب', '##ا', '[رابط]', '+ة']"
باكنج بودر,"['.', 'باك', '##نج', 'بودر', '+ة']"
بكنج بودر,"['.', 'بك', '##نج', 'بودر', 'ال+']"
باكينج بودر,"['.', 'باكي', '##نج', 'بودر', '+ة']"
باكينج باودر,"['.', 'باكي', '##نج', 'ب', '##ا', '[رابط]', '+ة']"
بيكنج بودر,"['.', 'بيك', '##نج', 'بودر', '+ة']"
بيكنج باودر,"['.', 'بيك', '##نج', 'ب', '##ا', '[رابط]', '+ة']"
بيكنغ باودرعلبة,"['.', 'بيك', '##نغ', 'ب', '##ا', '##ودر', '##عل', '##ب', '##ة', '+ة']"
بيكنج صودا,"['.', 'بيك', '##نج', 'صودا', 'ال+']"
بقلاوة,"['.', 'ملاكم', '+ة', '+ة']"
بقلاوه,"['.', 'سل', '+ة', 'ال+']"
بلاليط,"['.', 'بلال', 'تشرين', 'ال+']"
كرة,"['.', 'كر', 'ال+', 'و+']"
كره,"['.', 'كر', 'ال+', 'و+']"
بالمرز,"['.', 'بالم', '##رز', 'ال+']"
بالون,"['بالون', 'بالون', '.']"
بلونات,"['.', 'بلو', '##نا', '+ة', 'و+']"
بالونات,"['.', 'حب', '+ات', 'ال+']"
كرات,"['[رابط]', 'كر', '+ات', 'ال+']"
بلسم,"['[رابط]', '[رابط]', '+ة']"
بلسم شعر,"['.', 'بلسم', 'شعر', 'ال+']"
بلسميك,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
خل بلسمك,"['.', 'خل', 'بلسم', '##ك', 'ال+']"
بم بم,"['.', 'ب', '##م', 'ب', '##م', '+ة']"
بامبرز,"['.', 'ب', '##و', '.']"
بامبرز 5,"['.', 'ب', '##ات', '5', '+ة']"
بامبرز ٦,"['.', 'ب', '##nan', '[UNK]', '[UNK]']"
بامبرز 7,"['.', 'ب', '##ات', '7', '+ة']"
بامبي,"['.', 'ب', '##و', '.']"
بامبي حفاضات,"['.', 'ب', '##و', 'و', '##ات', '+ة']"
حفاضات بامبي,"['.', 'جاك', '##ات', 'ب', '##و', '+ة']"
بان,"['.', 'ب', '[رابط]', 'ال+']"
عصير موز,"['.', 'عصير', 'موز', 'ال+']"
حليب موز,"['.', 'حليب', 'موز', 'ال+']"
حليب بالموز,"['.', 'حليب', 'بالم', '##وز', 'ال+']"
ضماده,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
ضمادة,"['[رابط]', 'رؤي', '[رابط]', '+ة']"
ضمادات,"['.', 'تحقيق', '+ات', 'ال+']"
باندول,"['.', 'معرض', '10', '10']"
بقل,"['.', '[رابط]', 'ال+']"
بار,"['.', '[رابط]', 'ال+']"
تمور البركة,"['.', 'تمور', 'ال+', 'برك', '+ة', 'و+']"
بركات عصير,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
عصير بركات,"['.', 'عصير', 'بركات', 'كاريكاتير']"
برنقز,"['.', '[رابط]', 'تشرين', '+ة', 'ال+']"
برازق,"['.', 'براز', '##ق', '.']"
بربكان,"['.', 'بر', '##بك', '##ان', '##كيان']"
الشواء,"['.', 'ال+', 'مهندس', '##اء', 'و+']"
باربكيو,"['.', 'بار', '##بكي', '##و', '+ة']"
شواء,"['.', 'شواء', '+ة']"
باربيكا,"['.', 'ال+', '##كا', 'ال+']"
باربيكان,"['.', 'ال+', '+ان', 'ال+']"
بربيكان,"['.', 'بر', '##بيك', '##ان', '.']"
بارسل,"['.', 'عن', '+ت', 'ال+']"
سودو,"['.', 'بيض', '##و', 'ال+']"
باريلا,"['.', 'باري', '##لا', 'و+']"
بيض بركاء,"['.', '[UNK]', 'برك', '+ات', '+ة']"
شعير,"['.', 'شعير', '.']"
الشعير,"['.', 'ال+', 'و', '##ير', '+ة']"
خبز الشعير,"['.', 'خبز', 'ال+', 'بن', '##ير', '+ة']"
خبز شعير,"['.', 'خبز', 'شعير', 'ال+']"
طحين الشعير,"['.', 'طحين', 'ال+', 'بن', '+ة', '+ة']"
دقيق الشعير,"['.', 'دقيق', 'ال+', 'ب', '+ة', 'و+']"
طحين شعير,"['.', 'ال+', '+ة', 'ال+']"
برمزان,"['.', 'كاريكاتير', '##زا', '+ة', '+ة']"
برنكلز,"['.', 'بيرن', '##كل', 'ماير', 'جون']"
بارني,"['[رابط]', '[رابط]', '+ة']"
كيك بارني,"['.', 'كيك', '+ة', '+ة']"
بارني كيك,"['.', 'ديلي', 'كيك', '+ة']"
بارودونتكس,"['.', 'في', '##ون', '[رابط]', 'ال+']"
بيرل,"['.', '[رابط]', 'ال+']"
بنجر,"['.', '[رابط]', '+ة']"
مانع,"['.', '[رابط]', 'ال+']"
بارشوت,"['.', 'بار', '##شو', '##ت', '.']"
برشوت,"['.', '[رابط]', '##و', 'ال+', 'كاريكاتير']"
بسبوسه,"['.', 'بسبوس', '+ة', '.']"
باسكوبان,"['.', 'باسكو', '[UNK]', 'ال+']"
باسكوت,"['.', '[رابط]', '##ت', 'ال+']"
بشار,"['.', '[رابط]', 'ال+']"
ريحان,"['.', '[رابط]', 'ال+']"
الريحان,"['.', 'ال+', 'و', '##ان', 'و+']"
بازيلا,"['.', '[رابط]', '##ا', 'ال+']"
حبق,"['.', 'حبق', 'ال+']"
بذور الريحان,"['.', 'بذور', 'ال+', 'بن', '##ان', 'و+']"
باسم,"['[رابط]', '[رابط]', 'ال+']"
سلة,"['.', 'سل', '+ة', 'ب+']"
باسكن,"['.', 'ميرو', '##ن', '.']"
باسكن روبينز,"['.', 'لي', '##ن', 'روبين', '##ز', '+ة']"
باسكن روبنز,"['.', 'باسك', '##ن', '[رابط]', '+ة']"
كريمة باسكن روبنز,"['.', 'كريم', 'ال+', 'باسك', '##ن', '[بريد]', '##ت']"
بسمتي,"['.', '[رابط]', '.']"
ارز بسمتى,"['.', 'أخبار', 'سوري', '+ة', '+ة']"
أرز بسمتي,"['.', 'أرز', '+ة', 'ال+']"
رز بسمتي,"['.', 'ال+', '+ات', 'ال+']"
ارز بسمتي,"['.', 'ال+', '+ات', 'ال+']"
عيش بسمتي,"['.', '[رابط]', 'زوم', '+ة']"
باستا,"['[رابط]', '[رابط]', 'ال+']"
بستاشيو,"['.', 'ب', '##ستا', '[رابط]', '+ة']"
بيستاشيو,"['.', 'بيس', 'اندبندنت', '##ي', '##و', '+ة']"
خبز حمام,"['.', 'ال+', 'حمام', '+ة']"
حمام زيت,"['.', 'حمام', 'زيت', '+ة']"
صابون حمام,"['.', 'صابون', 'حمام', '+ة']"
استحمام,"['.', '[UNK]', '+ة']"
مرحاض,"['عمال', 'مرحاض', '.']"
حمام,"['.', '[رابط]', 'ال+']"
منظف حمام,"['.', 'ال+', '+ة', 'ال+']"
معطر حمام,"['.', 'ال+', '+ة', 'ال+']"
رول حمام,"['.', 'غسان', 'حمام', '+ة']"
باطوق,"['.', 'ب', '##اط', '##وق', '+ة']"
بطاريات,"['.', '[رابط]', '+ات', '+ة']"
بطاريه,"['.', '[UNK]', '+ة', 'ال+']"
بطارية,"['.', '[رابط]', '+ة', 'ال+']"
باتل,"['.', 'ب', '##ات', '[رابط]', 'ال+']"
قهوه باتل,"['.', 'قهو', '##ه', 'ال+', '##ات', '##ل', 'ال+']"
باتل الخير,"['.', 'ب', '##ات', '##ل', 'ال+', 'جزائر', '+ة']"
بتي كروكر,"['.', 'ب', '##ت', '+ي', 'كروكر', 'ولاي']"
خليج,"['[رابط]', '[رابط]', 'ال+']"
ورق الغار,"['.', 'ورق', 'ال+', 'حب', 'ال+']"
بازوكا,"['.', '[رابط]', 'ال+']"
باربيكيو,"['.', 'في', '2', 'ال+']"
فحم شواء,"['.', 'فحم', 'شواء', 'ال+']"
باربكيو صوص,"['.', 'بار', '##بكي', '##و', '[رابط]', '+ة']"
اعواد شواء,"['.', 'اعو', '##اد', 'شواء', 'ال+']"
باشن فروت,"['.', 'باش', '##ن', 'فرو', 'ال+', 'ال+']"
عصبر,"['.', 'داع', '+ة', 'ال+']"
بكن بودر,"['.', 'بك', '##ن', '[رابط]', '+ة']"
خرز,"['.', 'خرز', '.']"
لوبيا,"['.', 'لوبي', 'ال+', 'و+']"
زبدة فول,"['.', 'ال+', 'فول', 'ال+']"
قهوة حبوب,"['.', 'قهو', 'ال+', 'حبوب', 'ال+']"
فول حب,"['.', 'فول', 'حب', '.']"
فاصولياء,"['.', 'كاريكاتير', '.', '.']"
فاصوليا,"['.', '[رابط]', 'ال+']"
زين,"['.', '[UNK]', '+ين']"
بيوتي,"['.', 'بيوت', '+ي', '.']"
حليب بيبيلاك,"['.', 'حليب', 'بيبي', '##لاك', '+ة']"
بيبلاك,"['.', 'بيب', '##لاك', '.']"
بشاميل,"['.', 'ب', '##شام', '+ة', '##ل', 'كاريكاتير']"
باشاميل,"['.', '[رابط]', '[رابط]', 'ال+']"
صلصة بشاميل,"['.', 'صلص', 'ال+', 'ب', '##شام', 'ال+', '##ل', 'ال+']"
صلصة البشاميل,"['.', 'صلص', '##ة', 'ال+', 'ري', '+ة', 'و+']"
صلصة الباشميل,"['.', 'صلص', '##ة', 'ال+', '##باش', '##ميل', 'و+']"
بيك,"['.', '.', '.']"
بيكمان,"['.', 'بيك', '##مان', 'ال+']"
سرير,"['.', '[رابط]', 'ال+']"
عسل نحل,"['.', 'عسل', 'نحل', 'ال+']"
لحم بقر,"['.', 'لحم', 'بقر', 'ال+']"
لحم البقر,"['.', 'لحم', 'ال+', 'مج', '##ر', 'ال+']"
بيف,"['.', 'بي', 'عن', 'ال+']"
لحم بقري,"['.', 'لحم', '+ة', 'ال+']"
بيف باف,"['.', 'بي', '##ف', 'ب', '##اف', 'ال+']"
برغر لحم,"['.', '[رابط]', 'لحم', '+ة']"
برجر لحم بقري,"['.', 'برجر', 'لحم', 'بقري', 'ال+']"
برقر لحم,"['.', 'برق', '##ر', '[رابط]', 'ال+']"
برجر لحم,"['.', 'ال+', 'لحم', 'ال+']"
برجر بقري,"['.', 'ال+', 'بقري', 'ال+']"
مرتديلا بقري,"['.', 'مرتدي', '##لا', '.', '+ة']"
بيف باستري,"['.', 'بي', '##ف', 'باس', '##و', 'ال+']"
نقانق بقري,"['.', 'ال+', '.', 'ال+']"
ستيك لحم,"['.', 'ال+', 'لحم', 'ال+']"
شراب الشعير,"['.', 'شراب', 'ال+', 'بن', '##ير', 'و+']"
بيرة,"['.', 'حما', '+ة', '+ة']"
بيره,"['.', '+ه', '+ه', 'و+']"
بيزلين,"['.', 'بيز', '##لي', '##ن', '.']"
بيزلاين,"['.', 'بيز', '##لاي', '##ن', '+ة']"
صابون بيزلين,"['.', 'صابون', 'بيز', '##لي', '##ن', '.']"
شمندر,"['.', '[UNK]', '.']"
عصير شمندر,"['.', 'عصير', 'شمندر', 'ال+']"
بيغا,"['.', 'بيغ', '##ا', '.']"
باجة,"['.', 'كاريكاتير', '+ة', '.']"
بلجيكي,"['.', '[رابط]', 'ال+']"
ككاو بلجيكي,"['.', 'ك', '##كاو', 'بلجيكي', 'ال+']"
باور,"['.', '[رابط]', '+ة']"
باور هورس,"['.', 'باور', 'هورس', '+ة']"
فلفل رومي,"['.', 'فلفل', 'رومي', '+ة']"
عدسات بيلا,"['.', 'عدس', '+ة', 'تشرين', '+ة']"
بلفيتا,"['.', 'بل', 'موسكو', '.']"
بن اند جيري,"['.', 'بن', 'دن', '[رابط]', 'ال+']"
بن معروف,"['[UNK]', 'ال+', 'مكلف', 'ال+']"
بن نجار,"['.', 'ال+', 'نجار', '[رابط]']"
ارز بني,"['.', 'ارز', '+ة', 'ال+']"
بيبانثين,"['.', 'كاريكاتير', '##ت', '##ن', 'كاريكاتير']"
كريم بيبانثين,"['.', 'كريم', 'دكر', '##ثي', 'ال+', '[رابط]']"
بيباثين,"['.', 'بيب', '##اثي', '##ن', '.']"
بيرا,"['.', '+ه', '+ه']"
بربير,"['+ة', 'بربير', 'و+']"
بيرين,"['.', 'بيري', '##ن', 'و+']"
بيريه,"['.', 'بيري', '+ه', '+ه']"
بيرجر,"['.', '[رابط]', 'ال+']"
التوت,"['.', 'ال+', 'ال+', '##و', 'ال+', 'و+']"
نكهة توت,"['.', 'نكه', '+ة', 'توت', '+ة']"
عصير التوت,"['.', 'عصير', 'ال+', 'ال+', '##و', '##ت', 'ال+']"
بيرت,"['.', '[رابط]', 'ال+']"
بشميل,"['.', 'دير', 'ال+', '##ل', '.']"
بيسي,"['.', 'بيس', '+ي', 'و+']"
بيتادين,"['.', 'بيت', '##ادي', '+ة', 'كاريكاتير']"
ماء اروى,"['.', 'ماء', 'ارو', '+ة', 'ال+']"
بيتي بور,"['.', 'بيتي', 'بور', '+ة']"
بيتي كروكر,"['.', 'بيتي', 'رويترز', '+ة']"
كيك بيتي كروكر,"['.', 'كيك', 'بيتي', '+ة', '+ة']"
بيتي كروكر خليط,"['.', 'بيتي', 'كروكر', '.', '+ة']"
مشروبات,"['.', 'مشروب', '+ات', 'ال+']"
بهرات,"['.', 'تنويه', '+ات', 'ال+']"
بيكربونات,"['.', 'بيكر', '##ب', '##ون', 'ال+', 'ال+']"
بيكربونات الصودا,"['.', 'بيكر', '##ب', '##ون', '##ات', 'ال+', '##صو', '##د', '##ا', 'ال+']"
برجر الكبير,"['.', 'محمد', 'ال+', 'أطفال', 'ال+']"
دجاج الكبير,"['.', 'دجاج', 'ال+', 'سوق', 'ال+']"
شبس كبير,"['[رابط]', 'إح', '##س', 'كبير', 'ال+']"
ليمون كبير,"['.', 'حب', 'كبير', 'ال+']"
ماء كبير,"['.', 'ماء', 'كبير', '+ة']"
رد بل,"['+ة', 'رد', '.', '+ة']"
بن العميد قهوة,"['.', 'بن', 'ال+', '##عم', 'ال+', 'قهو', 'ال+', 'ال+']"
بن العميد,"['[رابط]', 'بن', 'ال+', 'ال+', '[رابط]', '[رابط]']"
بن الحموي,"['[رابط]', 'بن', 'ال+', '##حم', '##و', '##ي', '[رابط]']"
بن النجار,"['.', 'بن', 'ال+', '##نجار', '.']"
بن الملوك,"['.', 'بن', 'ال+', '##ملو', '##ك', 'دمشق']"
بيوديرما,"['.', 'بيو', '##دير', '##ما', '+ة']"
بايوديرما,"['.', 'بايو', '##دير', '##ما', '+ة']"
بيودرما,"['.', '[رابط]', 'اندبندنت', 'رويترز', '+ة']"
لسان العصفور,"['.', 'لسان', 'ال+', 'حيا', '+ة', '.']"
لسان عصفور,"['.', 'لسان', 'عصفور', 'ال+']"
طيور,"['[رابط]', '[رابط]', 'ال+']"
عصافير,"['.', 'عصافير', 'ال+']"
عيدميلاد,"['.', 'عيد', 'ال+', '##اد', 'كاريكاتير']"
ميلاد,"['[رابط]', '[رابط]', '+ة']"
عيد ميلاد,"['.', 'عيد', 'ميلاد', 'ال+']"
شموع عيد ميلاد,"['.', 'ال+', 'عيد', 'ميلاد', 'ال+']"
برياني,"['.', 'بريان', '##ي', '.']"
بهارات البرياني,"['.', 'بهار', '##ات', 'ال+', '##بري', '##اني', 'ال+']"
بهارات برياني,"['.', 'بهار', '+ات', '.', '##ي', '+ة']"
بسكو,"['.', 'ب', '[رابط]', '+ة']"
بسكريم,"['.', 'ب', 'حما', '[رابط]', '+ة']"
بسكويت,"['.', '[UNK]', 'ال+']"
اصابع بسكويت,"['.', 'ال+', '+ة', 'ال+']"
بسكوت لوكر,"['.', '[UNK]', 'لوك', '##ر', 'ال+']"
بسكوت مطاحن,"['.', 'ال+', '+ة', 'ال+']"
بسكوت المطاحن,"['.', 'حديث', 'ال+', '##مط', '##اح', 'ال+', 'ال+']"
بسكويت المطاحن,"['.', 'بسكويت', 'ال+', '##مط', '##اح', 'ال+', 'ال+']"
بسكوت تك,"['.', 'ال+', '+ة', 'ال+']"
البسكويت,"['[رابط]', 'ال+', 'ال+', '+ة', '[رابط]']"
بسكوت,"['.', '[UNK]', 'ال+']"
بسكوت بكريمة الشوكولاته,"['.', 'ال+', '##ا', '##م', '##ة', 'ال+', '##شوك', '##ولا', '##ت', '.', 'ال+']"
بسكوت بكريمة,"['.', '[UNK]', '##ال', '##م', '+ة', 'ال+']"
بسكويت بدون سكر,"['.', 'في', 'ال+', 'سكر', 'ال+']"
بايتس,"['.', 'باي', '##ت', '[رابط]', 'ال+']"
زيت اللوز المر,"['.', 'زيت', 'اللوز', 'ال+', '##مر', '+ت']"
اسود,"['.', '[UNK]', 'ال+']"
بلاك,"['.', '[رابط]', 'ال+']"
رهش,"['.', 'ر', '[رابط]', '[رابط]', '+ة']"
باذنجان أسود,"['.', 'باذنجان', 'أسود', 'ال+']"
اسود مزرق,"['.', 'اسود', 'ك+', 'ال+']"
كيس اسود,"['.', 'كيس', 'أسود', 'ال+']"
بلاك بيري,"['.', 'بلاك', 'بيري', 'ال+']"
فحم أسود,"['.', 'فحم', 'أسود', 'ال+']"
قهوة سادة,"['.', 'قهو', '+ة', 'ساد', '##ة', 'كاريكاتير']"
مشروب بلاك,"['.', 'مشروب', '+ات', '+ة']"
صبغ اسود,"['.', 'ال+', '+ة', 'ال+']"
حبة سوداء,"['.', 'حب', '+ة', 'سوداء', '+ة']"
صبغة شعر اسود,"['.', 'صبغ', '+ة', 'شعر', '.', '+ة']"
عسل اسود,"['.', 'عسل', 'أسود', 'ال+']"
ليمون أسود,"['.', 'ليمون', 'أسود', 'ال+']"
ليمون اسود,"['.', 'ال+', 'أسود', 'ال+']"
عدس اسود,"['[رابط]', 'ال+', '+ة', 'ال+']"
حب اسود,"['.', 'حب', 'أسود', '+ة']"
زيتون أسود,"['.', 'زيتون', 'أسود', 'ال+']"
زيتون اسود,"['.', 'زيتون', 'أسود', 'ال+']"
فلفل أسود,"['.', 'فلفل', 'أسود', 'ال+']"
فلفل اسود,"['.', 'فلفل', 'أسود', 'ال+']"
فلفل اسود حب,"['.', 'فلفل', 'ال+', 'حب', 'ال+']"
